TRIP_DURATION,DISTANCE_TRAVELED,NUM_OF_PASSENGERS,FARE,TIP,MISCELLANEOUS_FEES,TOTAL_FARE,SURGE_APPLIED
1727,6,1,146,30,27,203,1
2458,52,1,825,175,52,1052,0
359,2,1,45,0,34,79,1
1035,4,1,94,21,27,141,1
464,4,1,113,0,2,115,0
1304,13,1,188,54,26,268,1
170,1,3,34,0,10,44,0
1095,4,1,105,27,30,162,1
688,3,1,71,0,34,105,1
852,3,3,86,0,14,100,0
639,2,1,64,14,6,84,0
1534,7,2,143,0,6,149,0
971,2,1,86,0,6,92,0
741,2,1,64,0,6,70,0
373,1,1,45,21,27,93,1
822,10,1,210,0,2,212,0
493,2,2,56,0,14,70,0
741,3,4,75,16,6,97,0
1358,6,1,120,0,27,147,1
1145,6,1,113,0,2,115,0
839,3,1,79,0,27,105,1
1507,7,1,143,47,13,203,0
508,3,2,60,17,27,104,1
886,6,1,109,0,6,115,0
176,1,1,26,112,10,149,0
787,7,1,113,0,30,143,1
1383,14,1,206,38,26,270,1
2220,15,1,240,0,6,246,0
2433,14,1,236,75,62,374,0
339,1,1,45,11,10,66,0
661,5,1,86,22,26,134,1
924,4,1,83,10,13,106,0
897,8,1,128,31,26,185,1
1408,6,1,124,30,27,180,1
786,3,1,75,0,27,102,1
979,4,5,105,0,6,111,0
421,1,1,49,8,26,83,1
352,2,1,41,9,6,57,0
824,4,1,90,0,6,96,0
1423,5,1,120,15,27,162,1
1112,6,2,113,0,27,139,1
554,3,1,60,0,14,74,0
240,2,2,38,14,34,86,1
1442,5,5,124,30,27,180,1
215,2,1,45,10,6,61,0
1682,8,1,158,41,6,204,0
976,5,1,101,27,34,162,1
1581,14,1,210,48,30,288,1
165,1,2,34,0,10,44,0
853,6,1,98,31,26,155,1
3036,16,5,285,0,76,361,1
382,2,4,49,0,27,75,1
2248,13,1,236,54,34,324,1
991,4,1,94,0,6,100,0
722,3,1,68,12,14,93,0
730,3,1,71,0,27,98,1
671,6,3,90,0,10,100,0
407,5,1,79,18,9,106,0
512,2,1,56,12,6,75,0
522,3,1,64,0,27,90,1
506,3,2,60,0,27,87,1
592,1,1,56,0,14,70,0
420,2,1,53,0,10,62,0
742,5,3,90,11,31,132,1
255,2,1,45,0,6,51,0
1911,7,1,161,47,27,235,1
273,2,1,45,11,10,66,0
887,11,1,154,0,55,209,0
2467,11,5,221,0,14,235,0
292,1,1,41,0,14,55,0
548,2,1,60,21,10,91,0
3164,17,1,319,0,55,374,0
938,3,1,86,18,6,111,0
268,1,1,38,0,10,47,0
879,4,1,86,0,14,100,0
1152,6,3,113,24,6,142,0
603,2,1,64,18,27,108,1
536,2,1,56,0,10,66,0
903,4,1,83,23,34,140,1
610,3,1,64,24,35,122,1
465,1,1,49,11,6,66,0
660,3,1,64,15,9,88,0
150,1,1,26,0,6,32,0
1178,5,1,113,24,6,142,0
252,1,5,34,0,14,47,0
7263,28,1,551,0,6,557,0
1175,11,1,165,60,34,259,1
373,1,1,45,12,13,70,0
216,1,2,34,0,14,47,0
466,2,2,49,16,28,92,0
825,4,1,83,22,6,111,0
337,2,1,49,75,27,150,1
958,4,1,79,0,6,85,0
579,2,1,60,13,6,79,0
1114,3,1,94,20,6,120,0
862,3,1,86,15,6,107,0
651,2,2,105,0,2,107,0
775,3,1,75,0,10,85,0
1155,7,1,128,27,10,165,0
1200,5,1,113,8,26,147,1
84973,6,2,113,24,6,142,0
1360,7,2,135,0,6,141,0
1119,4,1,98,19,26,143,1
593,3,1,64,8,34,105,1
420,2,1,56,15,10,81,0
1041,4,1,98,25,26,149,1
274,2,1,45,14,9,68,0
406,2,1,53,12,6,70,0
761,3,1,71,19,6,97,0
1656,11,1,169,30,26,225,1
290,1,1,38,13,6,57,0
699,12,1,154,15,6,175,0
709,3,1,75,0,27,102,1
943,4,1,94,0,14,107,0
655,3,1,71,15,27,113,1
587,3,1,64,14,6,84,0
1667,12,1,199,22,27,248,1
843,8,1,128,27,10,165,0
744,3,1,75,8,6,89,0
252,1,1,38,0,6,44,0
872,4,1,90,4,34,128,1
1046,3,2,75,0,2,77,0
684,9,1,128,47,28,203,0
616,3,1,68,16,14,97,0
683,3,3,71,20,10,101,0
739,3,1,75,0,6,81,0
1774,9,1,180,0,55,235,0
578,4,1,71,26,34,132,1
405,5,1,75,0,14,89,0
650,3,1,68,18,6,92,0
1880,11,2,375,30,23,428,1
603,3,1,64,0,34,98,1
149,1,1,30,8,9,47,0
332,2,1,49,8,6,63,0
480,3,5,56,0,6,62,0
456,2,1,53,0,6,59,0
1808,7,2,158,48,34,240,1
1469,6,5,131,39,27,197,1
823,5,1,90,23,27,140,1
610,3,1,75,0,6,81,0
978,4,5,90,0,6,96,0
519,2,1,56,9,6,72,0
491,4,1,68,0,6,74,0
1587,12,1,184,0,27,210,1
449,2,5,49,0,14,62,0
1244,7,1,120,75,27,222,1
416,3,1,64,0,6,70,0
221,2,1,38,0,6,44,0
742,4,1,86,23,31,140,1
955,14,1,180,47,10,237,0
702,4,1,75,21,30,126,1
450,1,1,49,0,6,55,0
288,1,1,38,0,10,47,0
1520,11,1,180,38,34,252,1
761,5,1,150,0,2,152,0
993,6,1,113,28,26,167,1
1433,6,1,128,13,6,147,0
1678,16,1,236,49,10,295,0
236,1,1,34,12,6,52,0
1420,6,1,128,40,35,202,1
694,1,1,60,0,6,66,0
2395,14,1,248,0,6,254,0
496,2,1,56,14,13,84,0
752,4,1,90,0,10,100,0
515,3,1,64,18,27,108,1
478,3,1,64,22,10,96,0
565,2,1,56,0,6,62,0
471,1,1,49,0,6,55,0
1025,13,1,176,0,6,182,0
512,3,1,56,0,14,70,0
262,1,1,38,13,13,64,0
817,2,1,71,0,6,77,0
684,3,1,71,0,34,105,1
429,2,1,53,0,6,59,0
707,2,1,68,0,14,81,0
2687,24,1,345,94,30,469,1
654,3,1,68,15,6,88,0
410,2,1,49,16,6,71,0
632,3,1,68,0,6,74,0
1322,13,1,283,57,2,342,0
659,3,1,68,0,10,77,0
1209,5,1,109,29,34,171,1
280,2,1,45,15,6,66,0
1016,4,5,98,21,6,124,0
1173,7,1,128,0,6,134,0
1126,11,6,169,0,55,224,0
1225,5,1,116,15,27,158,1
903,5,1,101,0,27,128,1
1066,3,1,86,18,6,111,0
1058,5,2,101,0,6,107,0
1728,9,1,173,0,27,199,1
1237,4,1,101,26,26,153,1
1229,5,1,113,0,27,139,1
278,2,1,45,38,6,89,0
791,6,5,101,23,13,138,0
1113,13,1,184,22,31,237,1
770,4,1,83,0,34,117,1
945,5,1,94,30,27,150,1
800,6,4,94,21,14,129,0
569,2,1,60,9,6,75,0
390,2,1,49,0,6,55,0
253,1,3,38,0,34,72,1
869,2,1,79,8,13,100,0
332,1,1,41,0,14,55,0
286,2,1,45,0,6,51,0
562,4,1,75,32,30,137,1
774,2,1,71,15,6,93,0
1433,10,1,173,40,26,239,1
119,1,1,113,23,2,138,0
1602,11,1,173,0,14,186,0
231,1,1,34,0,14,47,0
2699,9,1,225,22,35,282,1
791,5,1,98,21,6,124,0
403,2,1,53,13,10,75,0
1956,12,1,195,45,30,270,1
332,1,1,41,30,14,85,0
1859,6,1,154,36,27,216,1
850,6,1,98,25,26,149,1
1358,3,1,109,27,27,162,1
697,4,1,83,15,27,124,1
403,2,1,49,11,6,66,0
834,4,1,83,22,6,111,0
244,1,1,38,0,6,44,0
1130,4,3,101,26,34,162,1
257,1,1,38,13,26,77,1
364,2,1,45,14,9,68,0
161,1,1,30,0,10,40,0
985,5,2,225,0,6,231,0
596,3,1,68,20,34,122,1
326,2,1,45,10,6,61,0
1967,8,2,173,75,6,254,0
1271,4,2,735,0,2,737,0
216,1,1,34,14,14,61,0
627,2,1,64,0,6,70,0
991,6,1,105,0,14,119,0
2023,7,1,165,30,14,209,0
1423,14,1,203,0,6,209,0
1008,3,1,90,25,34,149,1
1190,3,2,101,23,13,138,0
1258,3,2,83,0,14,96,0
1843,12,5,214,15,30,259,1
2382,11,1,210,0,63,273,0
919,9,1,131,0,14,145,0
269,1,1,38,11,6,54,0
490,3,1,56,0,6,62,0
774,10,5,139,0,6,145,0
1098,6,1,113,36,6,154,0
1138,8,1,143,30,27,199,1
983,3,2,90,25,34,149,1
360,2,1,45,16,10,71,0
509,2,1,56,14,13,84,0
3330,14,1,274,0,6,280,0
1647,14,1,210,38,6,254,0
726,3,1,71,21,34,126,1
1171,4,1,105,15,27,147,1
1843,8,2,158,0,27,184,1
1518,4,1,124,0,6,130,0
790,5,1,94,0,6,100,0
528,3,1,68,19,26,113,1
542,2,1,56,0,10,66,0
1864,4,1,139,37,27,203,1
1271,5,1,116,24,6,147,0
341,1,1,38,8,6,51,0
3870,18,1,341,104,6,451,0
862,2,1,75,27,13,115,0
233,1,6,34,8,6,48,0
834,3,1,79,21,27,126,1
507,3,3,56,0,14,70,0
779,6,1,105,23,10,138,0
924,3,1,83,0,27,109,1
1417,7,1,143,0,6,149,0
470,2,1,53,16,14,83,0
872,4,1,86,28,27,141,1
1112,5,1,109,0,27,135,1
515,3,1,56,0,6,62,0
458,2,1,53,8,6,66,0
548,3,1,64,18,10,92,0
905,3,1,83,18,6,106,0
220,1,1,38,0,10,47,0
517,3,6,60,13,6,79,0
229,1,1,38,0,6,44,0
349,2,1,45,0,6,51,0
171,1,1,34,8,6,48,0
1631,5,1,135,0,6,141,0
518,3,2,71,30,10,111,0
484,4,1,75,0,10,85,0
733,3,1,71,21,14,106,0
2829,28,1,390,99,6,495,0
679,5,1,86,18,6,111,0
594,3,1,64,11,27,102,1
762,3,1,75,16,6,97,0
1202,11,1,169,40,35,243,1
701,3,1,68,11,6,85,0
688,2,2,75,0,2,77,0
389,2,1,45,0,14,59,0
561,2,1,60,13,6,79,0
1512,13,1,199,45,27,270,1
1018,3,1,86,20,13,120,0
978,7,1,109,0,27,135,1
730,3,6,71,26,34,132,1
1029,8,2,135,42,34,211,1
181,1,1,34,9,14,57,0
1219,3,1,101,0,27,128,1
260,1,1,38,9,6,52,0
898,4,1,90,25,34,149,1
998,3,2,94,36,27,157,1
650,3,1,75,0,6,81,0
150,1,1,30,7,6,43,0
1536,18,1,251,64,6,322,0
1371,5,1,128,20,6,154,0
618,2,1,60,0,14,74,0
1075,8,1,124,14,13,151,0
669,3,1,68,0,6,74,0
1413,12,1,195,0,27,222,1
167,1,1,30,13,14,57,0
583,1,1,56,0,6,62,0
849,4,1,90,15,27,132,1
976,6,2,109,29,6,143,0
1564,17,1,236,0,6,242,0
1399,6,1,128,31,26,185,1
1088,4,1,101,1,6,108,0
283,1,1,38,15,14,66,0
968,4,1,90,0,14,104,0
577,2,1,60,22,13,95,0
207,1,2,34,0,6,40,0
446,2,1,53,15,6,73,0
1012,3,2,90,29,6,125,0
1177,4,1,101,0,27,128,1
233,1,1,38,0,14,51,0
524,3,1,60,18,14,92,0
890,8,1,131,25,34,190,1
244,1,2,34,9,9,52,0
462,2,1,53,0,14,66,0
1243,10,2,150,0,10,160,0
918,11,1,158,42,10,209,0
1439,14,1,195,46,34,275,1
744,2,1,71,0,6,77,0
1592,12,2,206,0,14,220,0
4627,22,2,488,98,2,588,0
471,3,1,56,23,34,113,1
1247,5,1,113,0,6,119,0
798,3,1,83,0,6,89,0
553,3,1,64,24,35,122,1
935,3,1,90,19,6,115,0
84194,2,1,53,13,14,79,0
798,1,1,68,15,6,88,0
1978,20,2,281,15,6,302,0
739,3,1,71,15,6,93,0
367,2,1,53,15,6,73,0
443,4,1,68,20,30,117,1
2036,7,1,165,0,6,171,0
1120,5,5,109,22,35,165,1
3326,7,1,251,0,6,257,0
689,3,1,71,2,6,80,0
1467,4,1,116,12,6,134,0
402,2,1,49,0,14,62,0
37,3,1,750,0,0,750,0
633,5,1,90,0,10,100,0
521,3,1,64,0,6,70,0
249,4,1,60,0,10,70,0
617,3,2,64,0,10,74,0
573,2,1,56,0,6,62,0
413,2,1,53,8,26,87,1
655,2,1,60,0,6,66,0
1406,3,1,113,21,26,160,1
447,2,5,49,15,27,90,1
645,3,1,68,15,10,93,0
703,7,1,105,24,13,142,0
641,5,1,90,0,14,104,0
932,4,1,90,23,27,140,1
551,4,1,71,0,6,77,0
1486,5,1,94,0,10,104,0
470,3,1,60,15,13,88,0
436,2,2,53,0,6,59,0
1314,9,2,146,15,6,167,0
717,3,1,75,16,6,97,0
811,5,1,94,0,10,104,0
414,2,2,53,13,14,79,0
1657,6,1,131,0,14,145,0
446,4,1,64,0,14,77,0
370,2,1,90,0,6,96,0
881,6,1,98,0,2,100,0
1585,15,1,229,150,6,385,0
471,2,1,53,0,6,59,0
374,1,2,45,10,6,61,0
399,2,1,45,15,6,66,0
626,4,1,79,33,30,142,1
322,1,1,41,8,9,59,0
706,3,1,71,0,34,105,1
592,2,1,64,0,6,70,0
875,4,1,75,0,2,77,0
837,9,1,135,15,30,180,1
258,2,1,41,11,13,66,0
1603,7,1,143,0,27,169,1
582,7,1,105,0,30,135,1
430,2,1,56,11,31,98,1
1081,7,1,120,22,27,169,1
1440,3,2,116,0,27,143,1
2136,10,1,191,38,34,263,1
768,4,1,83,0,6,89,0
2073,7,1,169,0,6,175,0
405,2,1,53,0,10,62,0
810,3,1,75,0,6,81,0
555,3,1,64,0,14,77,0
707,3,6,71,17,13,102,0
1122,9,1,146,40,55,242,0
742,4,1,83,22,6,111,0
583,2,1,56,0,6,62,0
2258,13,1,229,0,27,255,1
367,4,1,71,0,6,77,0
366,3,1,60,0,6,66,0
1024,5,1,98,25,26,149,1
510,2,1,60,13,6,79,0
671,3,1,71,15,6,93,0
602,4,1,75,25,10,110,0
623,2,5,60,15,13,88,0
635,3,2,68,15,6,88,0
523,2,1,56,16,6,78,0
375,1,1,45,0,6,51,0
535,2,1,53,12,6,70,0
242,1,1,38,0,6,44,0
325,2,1,49,15,9,73,0
301,2,1,45,38,9,92,0
456,2,1,53,12,6,70,0
640,2,1,64,19,14,97,0
561,4,1,71,16,10,97,0
286,1,4,41,10,27,78,1
1635,10,1,184,0,27,210,1
1173,8,1,143,35,34,212,1
1498,10,1,165,38,27,230,1
902,6,2,101,0,14,115,0
248,1,1,34,0,6,40,0
557,2,1,56,8,13,77,0
573,2,1,60,19,34,113,1
463,2,1,56,0,6,62,0
519,2,6,56,38,13,107,0
971,3,1,79,0,6,85,0
1239,6,1,116,0,10,126,0
928,4,1,90,0,14,104,0
391,2,1,53,0,6,59,0
451,2,1,49,11,14,73,0
855,4,1,94,24,27,144,1
467,1,1,49,16,6,71,0
667,3,1,75,0,27,102,1
630,5,1,94,0,10,104,0
224,2,1,45,0,10,55,0
679,3,1,68,0,14,81,0
443,3,1,56,8,26,90,1
1045,8,1,131,22,35,188,1
143,1,1,30,0,10,40,0
254,1,2,30,0,10,40,0
1127,4,1,101,0,6,107,0
863,5,1,94,0,27,120,1
741,2,1,71,0,14,85,0
628,2,1,64,17,6,87,0
1884,14,2,236,60,27,323,1
265,1,1,38,6,27,71,1
1112,4,1,101,8,6,115,0
734,3,1,71,8,6,85,0
2630,13,1,236,0,14,250,0
2700,8,2,210,0,10,220,0
714,5,3,86,18,6,111,0
500,3,1,60,0,6,66,0
201,2,1,41,11,13,66,0
945,4,1,90,22,7,119,0
284,1,1,38,0,6,44,0
522,2,1,60,0,10,70,0
1059,5,1,105,30,13,148,0
524,3,1,60,0,6,66,0
473,3,1,64,0,10,74,0
1626,5,1,131,0,14,145,0
519,2,1,56,12,6,75,0
21679,5,5,139,0,6,145,0
345,2,1,45,0,6,51,0
1109,5,2,105,26,27,158,1
2245,8,1,184,0,14,197,0
1399,5,1,120,0,14,134,0
1095,6,1,105,0,34,139,1
343,2,1,45,14,27,86,1
122,1,1,75,0,2,77,0
398,3,1,56,12,6,75,0
954,5,1,98,0,6,104,0
246,1,1,34,9,9,52,0
725,5,1,79,1,13,93,0
302,2,1,41,15,10,66,0
897,4,1,86,23,6,115,0
573,3,1,64,7,30,101,1
306,1,1,41,0,6,47,0
433,2,1,49,11,6,66,0
708,3,1,79,0,27,105,1
3326,12,3,266,0,6,272,0
2513,13,1,225,23,10,258,0
518,5,1,75,22,14,111,0
1071,3,4,90,0,6,96,0
684,4,1,75,18,13,106,0
929,5,1,98,22,31,150,1
909,4,1,90,15,34,139,1
396,2,1,49,0,6,55,0
417,2,1,49,12,14,75,0
653,2,1,64,0,10,74,0
524,1,1,53,0,14,66,0
2395,19,3,289,0,27,315,1
877,5,5,101,23,13,138,0
1344,18,1,248,38,55,340,0
585,3,1,68,18,6,92,0
606,3,1,64,0,6,70,0
1005,7,1,116,24,6,147,0
839,9,1,150,0,2,152,0
1358,4,1,120,29,27,176,1
1067,4,1,98,8,26,132,1
476,2,1,56,16,10,83,0
822,4,1,83,23,10,115,0
1055,5,1,90,1,13,104,0
648,3,1,71,16,10,97,0
939,5,1,105,0,34,139,1
426,4,1,64,17,6,87,0
308,1,1,41,0,10,51,0
934,4,2,94,32,34,160,1
334,1,1,41,0,10,51,0
470,2,1,56,30,14,100,0
1084,5,2,109,8,13,130,0
307,1,1,41,15,10,66,0
778,3,1,71,0,6,77,0
399,2,1,49,8,30,87,1
1966,6,1,158,0,6,164,0
1615,10,1,169,0,27,195,1
629,2,1,56,0,14,70,0
1504,12,6,191,30,26,248,1
172,1,1,30,0,10,40,0
950,5,2,338,72,23,432,1
170,1,1,30,9,13,52,0
664,3,1,71,0,6,77,0
659,2,1,64,17,6,87,0
848,6,1,105,26,27,158,1
948,3,1,83,18,6,106,0
999,6,1,113,24,10,147,0
797,5,1,94,0,14,107,0
878,4,1,86,15,27,128,1
499,3,1,60,0,10,70,0
447,2,3,49,16,6,71,0
324,1,1,41,15,10,66,0
852,3,1,83,27,6,115,0
1028,11,1,161,50,6,217,0
1191,6,1,120,15,6,141,0
397,1,1,45,10,6,61,0
956,9,1,143,30,6,178,0
504,2,1,53,12,6,70,0
958,3,1,90,0,6,96,0
301,1,1,41,0,10,51,0
374,1,1,45,0,10,55,0
1204,8,2,139,0,27,165,1
395,2,1,53,11,6,70,0
467,3,1,60,0,30,90,1
1010,5,1,98,0,10,107,0
1109,9,1,146,35,26,207,1
923,5,1,98,15,27,139,1
678,2,1,68,30,35,132,1
461,2,1,53,16,9,78,0
827,3,1,83,18,6,106,0
85719,8,1,199,0,14,212,0
478,3,1,60,14,30,104,1
331,2,1,45,0,6,51,0
650,3,1,68,15,27,109,1
1796,6,1,150,31,6,187,0
231,1,1,34,14,34,81,1
513,2,1,60,0,6,66,0
1062,7,1,120,0,10,130,0
1736,7,1,150,0,6,156,0
866,2,1,75,22,14,111,0
209,1,1,38,0,6,44,0
2301,10,1,195,46,34,275,1
266,1,1,41,0,6,47,0
327,1,1,41,0,14,55,0
428,3,1,60,17,27,104,1
298,2,1,49,5,6,60,0
369,2,1,45,0,6,51,0
798,5,1,90,20,10,120,0
265,1,1,38,10,14,61,0
606,2,1,64,0,6,70,0
4572,24,1,413,0,34,447,1
947,8,1,124,27,14,165,0
1203,6,1,116,202,27,345,1
889,6,1,98,0,6,104,0
1632,16,1,229,51,27,306,1
749,3,1,79,23,34,135,1
390,1,1,45,10,6,61,0
753,4,1,86,0,6,92,0
528,3,1,64,0,34,98,1
922,5,1,98,0,27,124,1
872,4,1,86,15,27,128,1
573,2,1,56,16,10,83,0
580,3,1,64,14,6,84,0
1479,8,1,146,0,10,156,0
1547,10,1,161,19,26,207,1
951,4,1,94,25,6,125,0
308,1,1,41,9,6,57,0
1477,4,1,120,29,27,176,1
506,2,1,60,13,6,79,0
360,1,1,45,38,13,96,0
1360,5,1,120,44,27,191,1
572,9,1,124,26,6,156,0
828,4,1,83,0,6,89,0
810,5,2,94,0,6,100,0
439,1,1,49,0,6,55,0
603,3,1,68,15,10,93,0
586,2,2,60,13,6,79,0
681,2,1,64,0,27,90,1
540,2,1,56,4,6,66,0
968,4,1,90,12,35,137,1
275,1,1,38,6,6,49,0
856,3,1,83,29,34,146,1
1493,5,1,131,0,14,145,0
1356,29,1,525,105,3,633,0
286,2,1,45,10,6,61,0
1000,5,2,101,8,30,139,1
1509,7,1,135,0,27,162,1
577,1,2,56,0,6,62,0
482,4,1,71,15,10,96,0
2120,18,1,225,0,2,227,0
737,3,1,71,0,14,85,0
490,2,1,56,0,14,70,0
460,2,1,53,0,6,59,0
198,1,1,60,0,2,62,0
395,2,2,53,15,6,73,0
204,1,1,34,0,10,44,0
1528,12,1,191,44,26,261,1
591,3,1,68,19,10,97,0
929,3,1,79,17,6,102,0
460,2,1,60,0,2,62,0
705,5,2,86,0,6,92,0
1523,8,2,150,0,10,160,0
813,11,5,161,34,10,205,0
2042,5,1,154,27,27,207,1
786,4,1,79,0,14,92,0
1740,10,1,184,42,27,252,1
556,2,2,64,14,6,84,0
515,1,2,53,0,6,59,0
809,5,1,90,15,27,132,1
800,3,1,75,16,6,97,0
521,3,1,60,8,6,74,0
725,3,1,71,21,34,126,1
705,3,1,75,25,10,110,0
590,2,2,64,14,6,84,0
426,2,1,53,12,6,70,0
1019,6,1,113,36,6,154,0
291,1,2,41,4,10,55,0
1027,5,1,98,8,34,139,1
1348,20,1,270,60,30,360,1
1267,5,1,113,34,27,174,1
253,1,1,38,13,6,57,0
1459,12,1,188,43,26,257,1
202,1,2,34,0,14,47,0
927,4,3,90,19,6,115,0
1968,14,2,225,75,27,327,1
492,3,1,56,0,6,62,0
1251,5,1,109,22,14,145,0
96,5,1,23,0,10,32,0
503,2,1,56,12,6,75,0
1581,13,4,488,102,23,612,1
1111,4,1,98,0,6,104,0
497,2,1,56,13,10,79,0
367,2,1,49,0,10,59,0
1582,7,1,146,0,6,152,0
819,3,1,75,16,6,97,0
482,2,2,56,12,6,75,0
472,2,1,53,16,26,95,1
1742,5,1,105,0,6,111,0
642,3,1,71,16,10,97,0
3172,16,1,285,0,6,291,0
501,6,1,98,27,10,134,0
725,2,1,71,0,6,77,0
1864,6,1,150,0,14,164,0
951,4,1,94,0,6,100,0
1243,4,2,109,0,6,115,0
521,2,1,56,19,6,81,0
1846,9,3,176,40,27,243,1
391,1,1,45,10,6,61,0
962,10,1,146,0,14,160,0
344,1,1,41,16,14,71,0
684,3,5,75,16,6,97,0
1029,4,1,90,20,10,120,0
973,12,1,169,22,10,201,0
908,10,1,150,0,29,179,0
522,2,1,56,0,6,62,0
775,4,1,86,0,10,96,0
1704,11,1,195,44,27,266,1
545,3,1,64,23,26,113,1
930,3,2,79,15,10,104,0
1101,5,2,98,0,10,107,0
313,2,1,45,0,6,51,0
518,2,1,53,13,14,79,0
658,2,1,64,9,27,99,1
455,2,1,53,0,6,59,0
2523,8,2,199,0,10,209,0
290,3,1,49,0,6,55,0
775,5,1,86,0,6,92,0
318,2,2,45,0,6,51,0
653,4,1,79,0,6,85,0
1112,9,1,150,8,26,184,1
1217,6,1,109,0,10,119,0
1970,22,2,293,0,6,299,0
684,3,1,68,16,14,97,0
1241,7,1,128,27,6,160,0
700,3,1,71,0,6,77,0
228,1,1,38,14,34,86,1
268,1,1,34,8,9,51,0
111,1,1,30,12,10,52,0
583,3,1,68,15,34,117,1
278,2,1,45,16,10,71,0
550,2,1,56,0,6,62,0
683,3,1,71,15,6,93,0
364,1,1,41,0,14,55,0
427,1,1,45,0,6,51,0
1512,6,1,131,39,27,197,1
181,1,1,60,5,2,67,0
1455,11,1,180,62,27,269,1
1949,12,1,195,0,27,222,1
847,4,1,75,16,6,97,0
2300,10,3,214,24,26,264,1
1480,13,1,203,0,63,265,0
346,1,1,41,22,7,70,0
433,4,1,64,0,30,94,1
919,3,1,86,15,14,115,0
308,1,1,41,8,26,75,1
1559,8,1,158,18,27,203,1
879,11,1,154,43,63,260,0
247,1,1,38,45,10,92,0
308,3,2,60,0,10,70,0
2256,5,1,169,30,27,225,1
637,3,1,68,0,6,74,0
213,1,1,38,0,6,44,0
306,1,2,41,13,10,64,0
1330,4,1,113,28,26,167,1
1185,4,1,105,33,27,165,1
1058,4,1,94,25,6,125,0
756,2,2,68,0,6,74,0
1087,5,1,109,19,26,154,1
1373,12,3,180,0,6,186,0
440,1,1,49,0,10,59,0
443,1,1,45,0,6,51,0
824,3,1,79,28,34,141,1
1490,4,1,116,0,6,122,0
1569,13,2,203,51,56,309,0
533,3,1,64,10,14,87,0
531,2,2,56,9,6,72,0
627,3,1,68,15,6,88,0
1740,11,1,184,63,27,274,1
2008,9,1,176,0,27,203,1
979,5,1,98,26,34,158,1
1477,2,2,79,0,6,85,0
505,1,1,53,0,27,79,1
2053,5,1,161,38,26,225,1
429,2,1,49,0,6,55,0
1015,7,1,124,30,27,180,1
3976,37,6,503,0,76,578,1
758,4,2,83,0,27,109,1
791,3,1,83,27,6,115,0
872,3,5,83,0,14,96,0
1668,11,1,176,51,31,258,1
597,2,1,60,13,6,79,0
680,7,1,109,0,27,135,1
496,3,1,60,21,10,91,0
227,1,2,34,0,6,40,0
764,6,1,98,0,27,124,1
948,5,1,101,34,34,169,1
1427,2,1,109,23,6,138,0
412,2,1,49,15,9,73,0
646,4,2,79,25,6,110,0
669,2,1,68,0,14,81,0
1300,8,1,146,15,6,167,0
783,3,1,71,29,27,127,1
1208,8,1,135,34,34,203,1
2078,10,2,191,44,26,261,1
1181,5,1,105,0,34,139,1
1092,6,1,120,27,13,160,0
767,6,1,94,15,27,135,1
687,4,1,79,0,27,105,1
208,1,1,34,8,6,48,0
682,3,1,60,0,6,66,0
277,2,1,41,0,6,47,0
400,3,1,56,0,10,66,0
592,2,3,64,0,6,70,0
923,4,1,86,19,10,115,0
700,2,1,68,0,6,74,0
455,3,1,60,18,30,108,1
1517,10,1,176,51,26,254,1
866,3,1,83,11,27,120,1
681,5,1,83,0,27,109,1
601,4,1,71,0,27,98,1
1377,5,1,120,37,26,183,1
1157,3,1,98,15,6,119,0
1224,4,1,109,0,6,115,0
321,1,1,41,0,6,47,0
1492,14,1,206,43,10,259,0
282,1,1,38,9,10,57,0
1302,7,1,135,0,27,162,1
886,2,1,79,17,6,102,0
2255,7,1,180,41,27,248,1
635,2,1,60,0,6,66,0
539,2,1,53,0,14,66,0
458,2,1,53,15,6,73,0
185,1,1,30,0,6,36,0
2560,13,1,240,0,10,250,0
2009,17,1,263,0,6,269,0
235,2,1,45,11,10,66,0
330,3,1,75,16,6,97,0
424,1,1,49,0,6,55,0
2106,12,1,225,0,2,227,0
432,2,1,53,0,6,59,0
1582,6,1,139,0,14,152,0
441,1,1,49,12,14,75,0
337,2,1,53,15,6,74,0
418,2,1,53,8,13,74,0
1013,4,1,94,0,6,100,0
2934,30,1,390,89,55,534,0
704,4,1,75,0,6,81,0
844,9,1,139,30,14,183,0
1165,5,1,113,35,26,174,1
857,3,2,83,0,10,92,0
445,2,1,53,12,10,75,0
374,1,1,41,0,6,47,0
417,2,1,53,0,27,79,1
588,4,1,79,0,6,85,0
553,2,1,53,0,6,59,0
1033,4,1,98,20,34,151,1
1143,8,1,128,0,34,162,1
656,3,1,68,19,26,113,1
928,3,1,79,0,10,89,0
600,3,1,64,7,6,77,0
1631,8,1,150,0,6,156,0
742,4,1,86,23,26,135,1
339,2,1,45,8,6,59,0
525,4,1,71,15,6,93,0
228,1,1,38,13,6,57,0
576,2,1,60,0,6,66,0
737,2,1,71,0,6,77,0
230,1,1,38,8,9,55,0
1913,18,1,251,0,6,257,0
451,2,1,56,17,14,87,0
1427,5,1,116,0,14,130,0
2176,20,2,296,88,55,439,0
438,3,1,56,0,34,90,1
854,5,1,90,0,10,100,0
879,4,1,83,0,6,89,0
2303,17,1,266,0,14,280,0
1575,8,1,146,0,10,156,0
476,3,1,64,19,30,113,1
666,4,1,113,22,1,135,0
1092,7,2,120,44,27,191,1
426,2,1,49,6,14,68,0
612,4,1,79,0,30,109,1
1062,5,1,105,0,27,132,1
999,4,1,94,20,6,120,0
